,Season,Date,HID,AID,Open,OddsH,OddsA,OddsD,H,A,D,HS,AS,Special,H_PEN,A_PEN,H_MAJ,A_MAJ,H_PPG,A_PPG,H_SHG,A_SHG,H_SV,A_SV,H_PIM,A_PIM,H_SOG,A_SOG,H_BLK_S,A_BLK_S,H_HIT,A_HIT,H_BLK,A_BLK,H_FO,A_FO,H_P1,A_P1,H_P2,A_P2,H_P3,A_P3,H_OT,A_OT,H_SO,A_SO
609,1991,1991-10-18,24,4,1991-10-17,1.39,4.04,3.93,True,False,False,5,1,,7,6,1,1,2,0,0,0,19,35,24,22,,,,,,,,,,,2,0,2,1,1,0,,,,
610,1991,1991-10-18,15,23,1991-10-17,1.8,2.04,4.85,False,True,False,2,3,,5,4,0,0,0,1,1,0,37,24,10,8,,,,,,,,,,,0,0,2,1,0,2,,,,
611,1991,1991-10-18,0,19,1991-10-17,1.55,2.53,5.05,False,True,False,4,7,,3,5,0,0,1,0,0,0,31,25,6,10,,,,,,,,,,,0,3,2,4,2,0,,,,
612,1991,1991-10-18,5,16,1991-10-17,1.48,3.19,4.14,True,False,False,4,3,,6,5,0,0,1,2,0,0,26,29,12,10,,,,,,,,,,,2,0,1,2,1,1,,,,
613,1991,1991-10-18,18,7,1991-10-17,1.52,3.24,3.67,True,False,False,4,1,,3,6,0,1,0,0,0,0,31,29,6,22,,,,,,,,,,,0,0,2,0,2,1,,,,
614,1991,1991-10-22,7,22,1991-10-21,1.67,2.66,3.65,True,False,False,3,2,,7,7,3,3,0,0,0,0,25,51,49,49,,,,,,,,,,,2,1,0,1,1,0,,,,
615,1991,1991-10-22,4,18,1991-10-21,1.76,2.54,3.46,False,True,False,2,4,,4,8,0,0,0,2,0,0,21,33,8,16,,,,,,,,,,,0,3,1,1,1,0,,,,
616,1991,1991-10-22,15,19,1991-10-21,1.74,2.18,4.63,False,True,False,2,6,,5,7,1,0,0,1,0,0,33,27,15,14,,,,,,,,,,,0,2,2,1,0,3,,,,
617,1991,1991-10-22,16,24,1991-10-21,1.66,2.44,4.2,False,True,False,2,3,,1,3,1,0,1,0,0,0,31,29,12,6,,,,,,,,,,,1,1,0,1,1,1,,,,
618,1991,1991-10-22,10,5,1991-10-21,1.48,2.94,4.6,False,True,False,0,4,,3,5,0,0,0,1,0,0,24,32,6,10,,,,,,,,,,,0,1,0,1,0,2,,,,
619,1991,1991-10-22,23,13,1991-10-21,1.33,3.77,5.02,True,False,False,8,3,,4,5,0,0,1,0,1,0,32,23,8,10,,,,,,,,,,,3,1,2,2,3,0,,,,
620,1991,1991-10-22,20,0,1991-10-21,1.58,2.59,4.49,False,True,False,3,5,,3,3,0,0,1,1,0,0,44,25,6,6,,,,,,,,,,,0,1,3,1,0,3,,,,
621,1991,1991-10-24,4,22,1991-10-23,1.77,2.54,3.43,False,False,True,2,2,OT,4,4,0,1,0,0,0,0,25,29,8,18,,,,,,,,,,,0,1,1,1,1,0,0,0,,
622,1991,1991-10-25,23,10,1991-10-24,1.36,3.37,5.32,True,False,False,7,3,,3,3,1,0,1,0,0,0,26,25,16,6,,,,,,,,,,,4,0,0,1,3,2,,,,
623,1991,1991-10-25,20,15,1991-10-24,1.5,3.11,4.05,False,True,False,0,4,,6,10,2,0,0,1,0,0,30,39,32,20,,,,,,,,,,,0,1,0,2,0,1,,,,
624,1991,1991-10-25,19,13,1991-10-24,1.35,3.68,4.79,False,False,True,3,3,OT,3,4,1,0,1,0,0,0,28,34,16,8,,,,,,,,,,,0,1,2,0,1,2,0,0,,
625,1991,1991-10-25,16,18,1991-10-24,1.59,2.82,3.87,False,True,False,4,9,,4,8,4,5,1,0,1,2,17,27,58,76,,,,,,,,,,,2,5,1,1,1,3,,,,
626,1991,1991-10-25,5,24,1991-10-24,1.52,2.73,4.66,True,False,False,4,1,,9,7,1,3,1,0,0,0,27,28,38,59,,,,,,,,,,,2,1,2,0,0,0,,,,
627,1991,1991-10-25,7,0,1991-10-24,1.79,2.24,4.08,False,False,True,1,1,OT,5,6,0,0,0,0,0,0,33,33,10,12,,,,,,,,,,,1,0,0,1,0,0,0,0,,
628,1991,1991-10-27,22,10,1991-10-26,1.62,2.58,4.13,False,False,True,4,4,OT,7,6,1,0,0,1,0,0,30,33,24,12,,,,,,,,,,,2,0,1,3,1,1,0,0,,
629,1991,1991-10-29,16,22,1991-10-28,1.61,2.8,3.73,False,False,True,1,1,OT,3,6,0,0,0,0,0,0,32,49,6,12,,,,,,,,,,,0,0,1,0,0,1,0,0,,
630,1991,1991-10-29,10,19,1991-10-28,1.64,2.29,4.94,True,False,False,6,5,,5,5,0,0,2,0,0,0,47,24,10,10,,,,,,,,,,,1,0,1,1,4,4,,,,
631,1991,1991-10-29,0,4,1991-10-28,1.36,4.28,4.01,False,True,False,2,4,,4,5,0,0,2,1,0,0,21,33,8,10,,,,,,,,,,,0,2,1,1,1,1,,,,
632,1991,1991-10-29,15,7,1991-10-28,1.49,3.37,3.78,False,True,False,2,5,,4,5,2,0,1,1,0,0,39,27,28,10,,,,,,,,,,,0,1,2,3,0,1,,,,
633,1991,1991-10-29,23,5,1991-10-28,1.37,3.25,5.5,False,False,True,2,2,OT,2,3,2,0,1,0,0,0,32,34,29,6,,,,,,,,,,,0,1,0,0,2,1,0,0,,
634,1991,1991-10-29,13,20,1991-10-28,1.57,2.85,3.96,True,False,False,4,1,,3,4,0,0,0,0,0,0,19,38,6,8,,,,,,,,,,,1,0,2,0,1,1,,,,
635,1991,1991-10-29,18,24,1991-10-28,1.58,2.63,4.36,False,True,False,2,3,,3,4,0,0,0,0,0,0,21,25,6,8,,,,,,,,,,,0,0,1,2,1,1,,,,
636,1991,1991-10-31,16,0,1991-10-30,1.71,2.37,4.08,True,False,False,4,1,,3,2,0,0,1,0,0,0,28,25,6,4,,,,,,,,,,,1,0,0,0,3,1,,,,
637,1991,1991-11-01,20,10,1991-10-31,1.63,2.55,4.17,False,False,True,5,5,OT,3,3,0,0,2,1,0,0,38,41,6,6,,,,,,,,,,,1,1,2,2,2,2,0,0,,
638,1991,1991-11-01,24,22,1991-10-31,1.45,3.27,4.28,False,False,True,2,2,OT,4,3,0,0,1,0,0,0,26,40,8,6,,,,,,,,,,,1,0,0,1,1,1,0,0,,
639,1991,1991-11-01,4,15,1991-10-31,1.73,2.59,3.49,True,False,False,4,2,,2,6,2,0,2,0,0,2,30,36,29,12,,,,,,,,,,,1,0,2,2,1,0,,,,
640,1991,1991-11-01,19,23,1991-10-31,1.55,2.37,5.74,False,True,False,1,2,,5,5,2,0,0,0,0,0,31,33,40,10,,,,,,,,,,,1,0,0,1,0,1,,,,
641,1991,1991-11-01,7,13,1991-10-31,1.63,2.69,3.8,True,False,False,4,3,OT,7,5,0,2,1,1,0,0,35,31,14,35,,,,,,,,,,,2,1,1,1,0,1,1,0,,
642,1991,1991-11-01,5,18,1991-10-31,1.45,3.15,4.49,True,False,False,6,5,,6,8,0,0,3,0,1,0,28,24,12,16,,,,,,,,,,,2,3,2,0,2,2,,,,
643,1991,1991-11-03,15,16,1991-11-02,1.56,2.98,3.77,True,False,False,3,1,,3,4,0,0,0,0,0,0,33,29,6,8,,,,,,,,,,,1,0,0,0,2,1,,,,
644,1991,1991-11-03,10,7,1991-11-02,1.44,3.42,4.11,True,False,False,6,0,,5,5,0,0,0,0,0,0,38,37,10,10,,,,,,,,,,,1,0,2,0,3,0,,,,
645,1991,1991-11-03,23,20,1991-11-02,1.3,3.99,5.14,True,False,False,5,4,,1,2,0,2,2,0,0,0,24,43,2,29,,,,,,,,,,,1,3,3,0,1,1,,,,
646,1991,1991-11-03,0,24,1991-11-02,1.54,2.71,4.52,False,True,False,3,5,,2,4,0,0,0,0,0,0,31,41,4,8,,,,,,,,,,,2,0,0,3,1,2,,,,
647,1991,1991-11-03,19,5,1991-11-02,1.44,2.94,5.12,True,False,False,3,1,,5,5,0,0,1,1,0,0,29,37,10,10,,,,,,,,,,,1,0,1,0,1,1,,,,
648,1991,1991-11-03,13,4,1991-11-02,1.48,3.56,3.65,False,False,True,1,1,OT,6,5,1,4,0,0,1,0,26,28,22,55,,,,,,,,,,,1,0,0,0,0,1,0,0,,
649,1991,1991-11-03,22,18,1991-11-02,1.58,2.79,3.98,True,False,False,3,2,,4,4,0,1,2,0,0,0,31,18,8,18,,,,,,,,,,,2,0,0,1,1,1,,,,
650,1991,1991-11-11,7,23,1991-11-10,2.02,1.83,4.79,False,True,False,4,10,,4,1,0,0,0,2,0,0,35,32,8,2,,,,,,,,,,,1,1,1,5,2,4,,,,
651,1991,1991-11-12,16,13,1991-11-11,1.61,2.78,3.81,True,False,False,4,2,,1,3,0,0,1,0,0,0,21,26,2,6,,,,,,,,,,,0,1,2,0,2,1,,,,
652,1991,1991-11-12,18,0,1991-11-11,1.58,2.69,4.19,True,False,False,4,2,,2,3,0,0,3,1,0,0,26,34,4,6,,,,,,,,,,,1,1,1,0,2,1,,,,
653,1991,1991-11-12,4,10,1991-11-11,1.83,2.23,3.9,False,True,False,0,5,DW,5,6,0,1,0,1,0,1,27,35,10,22,,,,,,,,,,,0,0,0,3,2,3,,,,
654,1991,1991-11-12,24,15,1991-11-11,1.43,3.33,4.32,False,True,False,1,4,,11,8,1,0,0,1,1,0,21,29,32,16,,,,,,,,,,,0,1,1,1,0,2,,,,
655,1991,1991-11-12,20,19,1991-11-11,1.76,2.15,4.62,True,False,False,7,5,,3,5,0,0,2,0,0,2,41,18,6,10,,,,,,,,,,,4,2,1,1,2,2,,,,
656,1991,1991-11-12,5,22,1991-11-11,1.44,3.28,4.38,True,False,False,3,2,OT,3,8,0,0,2,0,0,0,25,41,6,16,,,,,,,,,,,0,0,0,0,2,2,1,0,,
657,1991,1991-11-14,10,16,1991-11-13,1.42,3.46,4.33,False,False,True,3,3,OT,2,3,0,2,1,0,0,0,30,35,4,31,,,,,,,,,,,1,1,1,0,1,2,0,0,,
658,1991,1991-11-15,20,5,1991-11-14,1.64,2.46,4.37,False,True,False,4,5,,2,3,1,1,0,2,0,0,34,34,14,16,,,,,,,,,,,2,2,0,2,2,1,,,,
659,1991,1991-11-15,0,22,1991-11-14,1.5,3.09,4.1,True,False,False,4,0,,2,3,0,0,0,0,0,0,30,25,4,6,,,,,,,,,,,0,0,0,0,4,0,,,,
660,1991,1991-11-15,15,18,1991-11-14,1.56,2.82,4.07,True,False,False,8,4,,6,2,2,2,0,2,3,0,23,34,37,29,,,,,,,,,,,2,1,2,3,4,0,,,,
661,1991,1991-11-15,19,7,1991-11-14,1.34,4.04,4.46,True,False,False,4,2,,7,6,0,2,2,0,0,0,14,28,14,37,,,,,,,,,,,1,0,1,1,2,1,,,,
662,1991,1991-11-19,5,0,1991-11-18,1.47,2.98,4.63,False,True,False,1,5,,0,3,0,0,0,0,0,1,29,31,0,6,,,,,,,,,,,0,1,1,3,0,1,,,,
663,1991,1991-11-19,16,23,1991-11-18,1.94,1.88,4.98,True,False,False,1,0,,8,6,0,2,0,0,0,0,40,28,16,32,,,,,,,,,,,0,0,1,0,0,0,,,,
664,1991,1991-11-19,4,19,1991-11-18,1.99,1.97,4.18,True,False,False,6,1,,7,7,0,0,0,0,0,0,42,34,14,14,,,,,,,,,,,1,0,2,1,3,0,,,,
665,1991,1991-11-19,22,15,1991-11-18,1.61,2.68,3.97,True,False,False,6,2,,8,8,0,0,2,0,0,1,26,25,16,16,,,,,,,,,,,1,1,1,1,4,0,,,,
666,1991,1991-11-19,18,13,1991-11-18,1.54,2.97,3.93,True,False,False,6,4,,3,4,0,0,0,0,0,0,25,36,6,8,,,,,,,,,,,2,3,1,0,3,1,,,,
667,1991,1991-11-19,24,10,1991-11-18,1.55,2.64,4.64,True,False,False,5,3,,4,5,0,0,2,0,0,0,20,39,8,10,,,,,,,,,,,1,0,3,1,1,2,,,,
668,1991,1991-11-19,7,20,1991-11-18,1.66,2.66,3.67,True,False,False,9,3,,6,5,1,1,3,0,1,0,39,41,22,20,,,,,,,,,,,3,2,2,0,4,1,,,,
669,1991,1991-11-21,7,5,1991-11-20,1.68,2.43,4.11,False,True,False,2,3,,4,5,0,0,0,0,0,1,21,39,8,10,,,,,,,,,,,1,3,1,0,0,0,,,,
670,1991,1991-11-22,20,4,1991-11-21,1.55,3.18,3.58,True,False,False,7,2,,6,7,0,1,3,1,0,0,23,35,12,24,,,,,,,,,,,1,0,4,2,2,0,,,,
671,1991,1991-11-22,23,24,1991-11-21,1.35,3.38,5.45,True,False,False,5,1,,8,6,0,3,1,0,0,0,23,20,16,47,,,,,,,,,,,2,0,0,0,3,1,,,,
672,1991,1991-11-22,13,22,1991-11-21,1.58,2.84,3.88,False,False,True,3,3,OT,3,7,0,1,1,0,0,0,24,32,6,24,,,,,,,,,,,0,2,2,0,1,1,0,0,,
673,1991,1991-11-22,10,18,1991-11-21,1.46,3.17,4.39,True,False,False,9,3,,3,4,0,0,2,0,0,0,31,29,6,8,,,,,,,,,,,6,1,1,1,2,1,,,,
674,1991,1991-11-22,15,0,1991-11-21,1.62,2.53,4.29,False,True,False,3,4,,5,9,0,0,2,3,0,0,32,33,10,18,,,,,,,,,,,0,1,0,1,3,2,,,,
675,1991,1991-11-22,19,16,1991-11-21,1.41,3.42,4.42,True,False,False,6,2,,5,6,0,1,0,2,0,0,26,31,10,22,,,,,,,,,,,2,1,1,1,3,0,,,,
676,1991,1991-11-24,0,13,1991-11-23,1.43,3.36,4.28,False,True,False,1,3,,3,4,0,0,1,0,0,0,17,33,6,8,,,,,,,,,,,0,2,0,1,1,0,,,,
677,1991,1991-11-24,18,23,1991-11-23,1.9,1.9,5.03,True,False,False,2,1,,3,5,0,0,1,1,0,0,35,19,6,10,,,,,,,,,,,1,0,1,0,0,1,,,,
678,1991,1991-11-24,16,20,1991-11-23,1.58,2.9,3.8,True,False,False,6,3,,7,8,0,0,1,0,1,0,26,38,14,16,,,,,,,,,,,2,0,2,2,2,1,,,,
679,1991,1991-11-24,5,15,1991-11-23,1.45,3.22,4.33,True,False,False,2,1,,5,9,0,0,0,0,0,1,24,47,10,18,,,,,,,,,,,0,1,2,0,0,0,,,,
680,1991,1991-11-24,24,19,1991-11-23,1.57,2.54,4.74,True,False,False,4,1,,6,9,0,2,2,1,0,0,21,32,12,38,,,,,,,,,,,1,0,1,0,2,1,,,,
681,1991,1991-11-24,4,7,1991-11-23,1.65,2.82,3.47,False,True,False,1,4,,3,4,0,0,1,1,0,0,29,37,6,8,,,,,,,,,,,0,1,1,1,0,2,,,,
682,1991,1991-11-26,23,22,1991-11-25,1.31,3.93,5.16,False,True,False,2,5,,4,7,0,0,1,1,0,0,28,31,8,14,,,,,,,,,,,1,2,0,1,1,2,,,,
683,1991,1991-11-26,13,15,1991-11-25,1.56,2.92,3.92,False,False,True,2,2,OT,5,4,0,2,0,0,0,0,25,35,10,33,,,,,,,,,,,0,1,1,1,1,0,0,0,,
684,1991,1991-11-26,20,24,1991-11-25,1.68,2.4,4.17,False,True,False,2,3,,2,2,0,0,0,0,0,0,40,34,4,4,,,,,,,,,,,0,1,0,1,2,1,,,,
685,1991,1991-11-26,7,16,1991-11-25,1.58,2.88,3.82,False,False,True,1,1,OT,4,4,0,0,1,0,0,0,34,25,8,8,,,,,,,,,,,1,0,0,0,0,1,0,0,,
686,1991,1991-11-26,4,5,1991-11-25,1.84,2.22,3.89,False,False,True,4,4,OT,5,7,0,0,2,0,0,0,20,31,10,14,,,,,,,,,,,0,1,3,0,1,3,0,0,,
687,1991,1991-11-26,10,0,1991-11-25,1.47,2.92,4.73,False,False,True,2,2,OT,5,6,0,0,1,0,1,0,32,26,10,12,,,,,,,,,,,1,1,1,1,0,0,0,0,,
688,1991,1991-11-26,19,18,1991-11-25,1.43,3.32,4.43,True,False,False,4,3,,3,3,0,3,1,0,0,0,35,21,6,41,,,,,,,,,,,2,2,1,0,1,1,,,,
689,1991,1991-11-28,22,19,1991-11-27,1.62,2.47,4.49,False,True,False,2,4,,4,5,1,0,0,1,0,0,21,32,18,10,,,,,,,,,,,1,1,1,1,0,2,,,,
690,1991,1991-11-29,0,23,1991-11-28,1.66,2.2,5.16,False,False,True,1,1,OT,3,2,0,2,1,0,0,0,33,34,6,29,,,,,,,,,,,0,1,1,0,0,0,0,0,,
691,1991,1991-11-29,16,4,1991-11-28,1.49,3.51,3.59,False,False,True,4,4,OT,4,3,0,0,1,2,0,0,25,31,8,6,,,,,,,,,,,2,1,1,2,1,1,0,0,,
692,1991,1991-11-29,5,13,1991-11-28,1.45,3.26,4.33,False,True,False,1,2,,4,6,1,0,1,1,0,0,31,29,18,12,,,,,,,,,,,1,2,0,0,0,0,,,,
693,1991,1991-11-29,15,10,1991-11-28,1.66,2.38,4.37,False,True,False,2,4,,2,6,0,0,1,0,0,0,34,45,4,12,,,,,,,,,,,0,1,0,2,2,1,,,,
694,1991,1991-11-29,24,7,1991-11-28,1.42,3.42,4.28,True,False,False,7,4,,6,6,0,1,1,4,0,0,21,46,12,22,,,,,,,,,,,4,1,1,2,2,1,,,,
695,1991,1991-11-29,18,20,1991-11-28,1.53,3.09,3.82,True,False,False,5,1,,3,5,1,0,1,0,0,0,21,35,16,10,,,,,,,,,,,0,0,3,1,2,0,,,,
696,1991,1991-12-03,23,15,1991-12-02,1.32,3.87,4.96,True,False,False,5,0,,1,4,0,0,0,0,0,0,30,35,2,8,,,,,,,,,,,3,0,1,0,1,0,,,,
697,1991,1991-12-03,20,22,1991-12-02,1.64,2.65,3.81,False,False,True,4,4,OT,3,6,0,0,2,0,0,1,38,33,6,12,,,,,,,,,,,0,3,3,1,1,0,0,0,,
698,1991,1991-12-03,16,5,1991-12-02,1.64,2.5,4.2,True,False,False,4,3,,2,2,0,0,0,1,0,0,19,47,4,4,,,,,,,,,,,2,2,0,0,2,1,,,,
699,1991,1991-12-03,10,13,1991-12-02,1.42,3.34,4.52,True,False,False,6,2,,5,5,0,0,2,0,0,0,31,30,10,10,,,,,,,,,,,2,0,1,1,3,1,,,,
700,1991,1991-12-03,4,24,1991-12-02,1.86,2.17,3.96,True,False,False,8,2,,3,3,0,0,1,1,0,0,30,23,6,6,,,,,,,,,,,3,0,1,1,4,1,,,,
701,1991,1991-12-03,7,18,1991-12-02,1.61,2.73,3.86,False,True,False,4,6,,2,2,0,0,2,1,0,3,32,25,4,4,,,,,,,,,,,0,1,3,2,1,3,,,,
702,1991,1991-12-05,5,10,1991-12-04,1.58,2.5,4.78,False,True,False,3,5,,6,6,0,0,1,0,0,0,40,34,12,12,,,,,,,,,,,0,1,3,2,0,2,,,,
703,1991,1991-12-06,18,4,1991-12-05,1.48,3.31,3.88,False,False,True,5,5,OT,5,3,0,0,1,3,1,0,33,31,10,6,,,,,,,,,,,3,0,1,3,1,2,0,0,,
704,1991,1991-12-06,13,23,1991-12-05,1.84,1.99,4.87,False,True,False,1,5,,1,3,0,1,1,0,0,0,20,26,2,16,,,,,,,,,,,0,1,0,2,1,2,,,,
705,1991,1991-12-06,19,15,1991-12-05,1.4,3.5,4.43,True,False,False,6,5,,3,3,0,0,1,1,0,0,27,39,6,6,,,,,,,,,,,2,2,2,2,2,1,,,,
706,1991,1991-12-06,24,16,1991-12-05,1.49,3.11,4.16,True,False,False,7,1,,3,6,0,1,3,0,0,0,28,38,6,22,,,,,,,,,,,4,0,2,1,1,0,,,,
707,1991,1991-12-06,22,7,1991-12-05,1.5,3.24,3.88,False,False,True,3,3,OT,2,4,0,0,1,0,0,0,23,39,4,8,,,,,,,,,,,0,1,3,2,0,0,0,0,,
708,1991,1991-12-06,0,20,1991-12-05,1.43,3.51,4.11,True,False,False,3,0,,7,6,1,0,1,0,0,0,26,44,24,12,,,,,,,,,,,2,0,1,0,0,0,,,,
709,1991,1991-12-08,19,0,1991-12-07,1.47,2.9,4.82,False,False,True,2,2,OT,2,5,0,0,0,0,0,0,23,35,4,10,,,,,,,,,,,0,2,1,0,1,0,0,0,,
710,1991,1991-12-10,19,20,1991-12-09,1.38,3.8,4.32,True,False,False,4,2,,4,6,0,0,0,0,0,0,19,33,8,12,,,,,,,,,,,1,1,0,0,3,1,,,,
711,1991,1991-12-10,13,0,1991-12-09,1.65,2.46,4.2,False,True,False,2,3,,1,3,0,0,0,0,0,0,25,26,2,6,,,,,,,,,,,0,1,1,1,1,1,,,,
712,1991,1991-12-10,4,5,1991-12-09,1.69,2.46,3.97,False,True,False,1,4,,8,9,1,0,1,1,0,0,24,39,26,18,,,,,,,,,,,0,2,1,1,0,1,,,,
713,1991,1991-12-10,15,10,1991-12-09,1.75,2.21,4.42,True,False,False,4,3,,6,5,1,0,0,1,0,0,31,36,22,10,,,,,,,,,,,2,1,0,1,2,1,,,,
714,1991,1991-12-10,16,24,1991-12-09,1.66,2.46,4.12,True,False,False,6,3,,3,7,0,0,1,0,0,0,27,26,6,14,,,,,,,,,,,0,0,4,1,2,2,,,,
715,1991,1991-12-10,22,18,1991-12-09,1.55,2.85,4.11,False,False,True,4,4,OT,5,6,1,0,0,1,1,1,31,24,20,12,,,,,,,,,,,1,3,1,1,2,0,0,0,,
716,1991,1991-12-10,7,23,1991-12-09,1.94,1.9,4.79,False,False,True,1,1,OT,2,4,0,0,0,0,0,0,45,34,4,8,,,,,,,,,,,0,0,1,0,0,1,0,0,,
717,1991,1991-12-12,23,7,1991-12-11,1.3,4.2,4.95,True,False,False,3,1,,2,4,0,0,0,0,0,0,22,48,4,8,,,,,,,,,,,1,0,1,0,1,1,,,,
718,1991,1991-12-13,5,4,1991-12-12,1.42,3.58,4.07,True,False,False,9,3,,4,5,0,0,3,0,1,1,28,33,8,10,,,,,,,,,,,2,1,3,2,4,0,,,,
719,1991,1991-12-13,24,16,1991-12-12,1.48,3.16,4.17,True,False,False,2,1,,3,5,1,1,1,0,0,0,,,16,20,,,,,,,,,,,0,0,1,0,1,1,,,,
720,1991,1991-12-13,20,19,1991-12-12,1.81,2.17,4.2,False,True,False,3,4,,4,4,2,1,1,0,0,0,37,31,38,18,,,,,,,,,,,1,1,1,2,1,1,,,,
721,1991,1991-12-13,0,13,1991-12-12,1.43,3.38,4.28,False,True,False,1,3,,2,5,0,0,0,1,0,0,20,28,4,10,,,,,,,,,,,1,0,0,1,0,2,,,,
722,1991,1991-12-13,10,15,1991-12-12,1.39,3.52,4.52,False,True,False,2,3,,4,7,1,0,0,1,0,0,25,33,18,14,,,,,,,,,,,1,1,0,2,1,0,,,,
723,1991,1991-12-13,18,22,1991-12-12,1.54,2.9,4.11,True,False,False,4,2,,6,10,1,0,1,0,0,0,20,36,22,20,,,,,,,,,,,3,1,1,1,0,0,,,,
724,1991,1992-01-02,19,13,1992-01-01,1.4,3.46,4.53,True,False,False,4,1,,3,4,0,0,0,0,0,0,23,44,6,8,,,,,,,,,,,2,0,2,0,0,1,,,,
725,1991,1992-01-03,22,0,1992-01-02,1.61,2.58,4.25,True,False,False,4,3,,6,11,1,0,2,1,0,0,35,31,22,22,,,,,,,,,,,2,1,2,0,0,2,,,,
726,1991,1992-01-03,7,15,1992-01-02,1.61,2.79,3.76,False,True,False,0,4,,6,6,0,0,0,2,0,0,29,26,12,12,,,,,,,,,,,0,2,0,2,0,0,,,,
727,1991,1992-01-03,4,24,1992-01-02,1.75,2.39,3.87,True,False,False,3,2,,4,6,0,0,0,1,0,0,35,44,8,12,,,,,,,,,,,1,1,1,0,1,1,,,,
728,1991,1992-01-03,18,5,1992-01-02,1.59,2.58,4.43,True,False,False,4,2,,5,3,0,0,0,0,0,0,28,33,10,6,,,,,,,,,,,2,0,0,2,2,0,,,,
729,1991,1992-01-03,16,10,1992-01-02,1.7,2.31,4.38,True,False,False,4,1,,7,6,1,1,1,1,0,0,29,23,24,22,,,,,,,,,,,1,0,2,0,1,1,,,,
730,1991,1992-01-07,13,19,1992-01-06,1.72,2.25,4.44,False,True,False,3,4,OT,4,4,1,0,1,1,0,0,32,23,18,8,,,,,,,,,,,1,0,2,2,0,1,0,1,,
731,1991,1992-01-07,20,23,1992-01-06,2.01,1.85,4.71,False,True,False,2,4,,2,3,0,1,0,2,1,0,36,29,4,16,,,,,,,,,,,1,1,0,2,1,1,,,,
732,1991,1992-01-07,24,4,1992-01-06,1.44,3.55,3.95,False,True,False,2,4,,2,5,0,0,1,1,0,0,23,37,4,10,,,,,,,,,,,2,4,0,0,0,0,,,,
733,1991,1992-01-07,0,22,1992-01-06,1.48,3.06,4.29,True,False,False,3,0,,4,7,0,1,1,0,0,0,19,31,8,24,,,,,,,,,,,2,0,0,0,1,0,,,,
734,1991,1992-01-07,5,18,1992-01-06,1.49,2.94,4.46,False,True,False,2,4,,6,9,2,0,1,1,0,0,28,29,37,18,,,,,,,,,,,2,1,0,2,0,1,,,,
735,1991,1992-01-07,10,16,1992-01-06,1.44,3.24,4.44,True,False,False,9,2,,7,10,0,2,1,1,1,0,34,26,14,50,,,,,,,,,,,2,0,2,1,5,1,,,,
736,1991,1992-01-07,15,7,1992-01-06,1.49,3.34,3.81,False,True,False,1,2,,5,4,0,0,0,1,0,0,30,31,10,8,,,,,,,,,,,0,2,1,0,0,0,,,,
737,1991,1992-01-09,15,20,1992-01-08,1.49,3.36,3.75,False,True,False,4,5,OT,4,6,0,1,4,1,0,0,34,42,8,22,,,,,,,,,,,1,3,0,0,3,1,0,1,,
738,1991,1992-01-10,18,24,1992-01-09,1.51,2.92,4.33,False,True,False,1,5,,10,7,0,2,0,1,0,1,31,26,20,39,,,,,,,,,,,0,2,0,0,1,3,,,,
739,1991,1992-01-10,5,0,1992-01-09,1.54,2.73,4.52,False,False,True,1,1,OT,1,2,0,1,0,0,0,0,29,38,2,14,,,,,,,,,,,0,0,0,1,1,0,0,0,,
740,1991,1992-01-10,4,10,1992-01-09,1.79,2.19,4.23,False,False,True,2,2,OT,6,6,1,0,1,2,0,0,29,0,22,12,,,,,,,,,,,0,0,1,2,1,0,0,0,,
741,1991,1992-01-10,13,23,1992-01-09,1.89,1.93,4.9,True,False,False,5,3,,7,6,0,1,3,1,0,0,30,26,14,22,,,,,,,,,,,1,1,3,2,1,0,,,,
742,1991,1992-01-10,7,16,1992-01-09,1.62,2.82,3.67,True,False,False,4,2,,4,5,0,1,0,1,0,0,31,28,8,20,,,,,,,,,,,0,1,2,0,2,1,,,,
743,1991,1992-01-10,22,19,1992-01-09,1.69,2.28,4.53,True,False,False,5,3,,6,6,0,0,0,1,0,0,26,26,12,12,,,,,,,,,,,1,1,3,1,1,1,,,,
744,1991,1992-01-14,20,15,1992-01-13,1.64,2.72,3.7,True,False,False,4,3,OT,3,5,0,2,2,0,0,0,39,54,6,30,,,,,,,,,,,1,0,0,3,2,0,1,0,,
745,1991,1992-01-14,24,18,1992-01-13,1.5,2.94,4.34,False,True,False,3,5,,8,10,0,1,2,0,0,1,25,34,16,30,,,,,,,,,,,2,2,1,0,0,3,,,,
746,1991,1992-01-14,23,13,1992-01-13,1.33,3.82,5.02,False,True,False,2,4,,6,7,2,0,1,1,0,0,18,31,37,14,,,,,,,,,,,1,4,1,0,0,0,,,,
747,1991,1992-01-14,0,5,1992-01-13,1.51,2.84,4.53,True,False,False,8,2,,3,5,0,0,0,1,0,0,25,39,6,10,,,,,,,,,,,3,0,3,1,2,1,,,,
748,1991,1992-01-14,16,7,1992-01-13,1.56,3.06,3.69,True,False,False,3,2,,5,7,0,0,0,0,1,0,30,31,10,14,,,,,,,,,,,2,1,1,1,0,0,,,,
749,1991,1992-01-14,10,4,1992-01-13,1.38,3.77,4.36,True,False,False,4,0,,3,4,0,1,0,0,0,0,25,34,6,18,,,,,,,,,,,2,0,0,0,2,0,,,,
750,1991,1992-01-14,19,22,1992-01-13,1.42,3.29,4.6,False,True,False,2,5,,7,6,0,1,0,0,0,0,30,38,14,22,,,,,,,,,,,1,3,1,0,0,2,,,,
